YEAR,INCOME06,INCOM16,REG16,RACE,SEX,SPDEG,MADEG,PADEG,DEGREE,CHILDS,SPWRKSLF,SPHRS1,MARITAL,WRKSLF,HRS1,WRKSTAT,ID_,BALLOT,FEMALE
2014,11,1,5,2,female (2),7,8,7,1,2,0,-1,Widowed (2),2,NA,5,634,2,TRUE
2014,98,2,5,2,female (2),7,0,0,0,3,0,-1,Widowed (2),2,NA,5,635,3,TRUE
2014,6,2,2,1,male (1),7,1,8,1,0,0,-1,Never married (5),2,40,2,636,3,FALSE
2014,2,2,2,2,female (2),7,0,1,1,1,0,-1,Divorced (3),2,NA,4,637,1,TRUE
2014,9,1,5,2,female (2),7,0,0,1,7,0,-1,Widowed (2),2,NA,8,638,2,TRUE
2014,9,3,2,2,female (2),7,3,4,2,1,0,-1,Never married (5),2,NA,4,639,3,TRUE
2014,9,3,2,2,female (2),7,8,7,0,2,0,-1,Separated (4),2,NA,8,640,3,TRUE
2014,8,4,2,2,male (1),7,1,9,1,0,0,-1,Never married (5),2,NA,4,641,2,FALSE
2014,19,3,2,1,female (2),2,3,1,3,1,2,65,Married (1),2,26,2,642,2,TRUE
2014,8,4,2,1,female (2),-1,1,8,1,1,0,-1,Never married (5),2,30,1,643,1,TRUE
2014,22,1,0,1,female (2),3,0,8,0,3,1,51,Married (1),2,NA,7,644,2,TRUE
2014,98,3,2,1,female (2),7,0,8,1,3,0,-1,Widowed (2),2,NA,5,645,1,TRUE
2014,25,3,2,1,male (1),3,1,3,1,1,2,70,Married (1),2,65,1,646,1,FALSE
2014,2,4,2,1,female (2),1,1,1,1,3,2,-1,Married (1),2,NA,7,647,1,TRUE
2014,20,9,2,2,female (2),7,1,7,3,0,0,-1,Never married (5),2,50,1,648,3,TRUE
2014,19,3,2,2,female (2),4,3,7,1,4,2,72,Married (1),2,65,1,649,3,TRUE
2014,17,2,2,1,female (2),7,1,1,4,0,0,-1,Never married (5),2,60,1,650,3,TRUE
2014,16,3,2,2,female (2),7,1,0,1,1,0,-1,Never married (5),2,NA,7,651,1,TRUE
2014,22,3,2,3,male (1),1,0,0,1,1,0,-1,Married (1),2,47,1,652,2,FALSE
2014,26,2,2,1,female (2),1,3,1,1,0,2,20,Married (1),2,60,1,653,2,TRUE
2014,22,3,2,3,male (1),7,0,0,1,3,0,-1,Divorced (3),2,63,1,654,3,FALSE
2014,25,1,2,1,male (1),2,2,1,1,3,2,55,Married (1),2,NA,4,655,1,FALSE
2014,16,2,7,2,female (2),7,0,0,2,5,0,-1,Widowed (2),2,NA,8,656,3,TRUE
2014,12,4,7,2,female (2),7,4,3,1,2,0,-1,Divorced (3),1,30,2,657,2,TRUE
2014,10,4,7,2,female (2),7,1,1,1,3,0,-1,Never married (5),2,44,1,658,1,TRUE
2014,19,2,7,2,female (2),1,0,0,1,3,2,40,Married (1),2,40,2,659,2,TRUE
2014,16,3,7,2,female (2),7,1,8,1,5,0,-1,Widowed (2),2,40,1,660,3,TRUE
2014,14,3,7,2,female (2),9,0,8,3,1,9,99,NA,2,NA,5,661,1,TRUE
2014,18,3,7,2,male (1),7,8,8,1,1,0,-1,Never married (5),2,50,1,662,3,FALSE
2014,18,1,7,1,female (2),7,1,7,1,1,0,-1,Never married (5),2,40,1,663,2,TRUE
2014,10,3,7,1,male (1),7,0,7,0,0,0,-1,Widowed (2),1,NA,5,664,3,FALSE
2014,16,3,7,2,female (2),7,1,7,1,2,0,-1,Never married (5),2,NA,7,665,2,TRUE
2014,8,2,7,2,female (2),1,0,0,1,4,2,68,Married (1),2,36,1,666,3,TRUE
2014,20,4,7,1,male (1),-1,1,1,3,1,0,-1,Never married (5),1,50,1,667,1,FALSE
2014,25,4,7,2,male (1),7,1,1,1,0,0,-1,Never married (5),2,52,1,668,2,FALSE
2014,20,3,7,1,female (2),7,1,1,1,2,0,-1,Divorced (3),2,60,1,669,3,TRUE
2014,22,1,3,1,male (1),4,7,0,1,4,2,-1,Married (1),2,NA,5,670,1,FALSE
2014,5,3,7,1,male (1),7,1,7,1,1,0,-1,Never married (5),2,45,1,671,3,FALSE
2014,26,3,7,1,female (2),7,3,4,3,0,0,-1,Never married (5),2,50,1,672,3,TRUE
2014,22,3,4,2,female (2),2,3,0,4,3,2,20,Married (1),2,50,1,673,1,TRUE
2014,17,3,0,1,male (1),1,0,0,1,2,0,-1,Married (1),2,42,1,674,1,FALSE
2014,13,2,7,2,male (1),0,8,0,0,4,2,27,Married (1),2,40,1,675,2,FALSE
2014,7,3,7,1,female (2),-1,8,1,1,3,0,-1,Separated (4),2,53,1,676,1,TRUE
2014,15,2,0,1,female (2),1,0,1,1,4,2,40,Married (1),2,NA,7,677,1,TRUE
2014,21,2,7,1,male (1),1,0,3,1,1,2,55,Married (1),2,24,1,678,2,FALSE
2014,19,2,7,3,male (1),7,0,0,1,0,0,-1,Never married (5),2,42,1,679,2,FALSE
2014,98,3,7,1,female (2),7,0,0,1,0,0,-1,Never married (5),2,NA,6,680,2,TRUE
2014,22,2,7,3,female (2),1,0,0,1,4,2,-1,Married (1),2,50,1,681,3,TRUE
2014,18,3,0,1,male (1),7,0,0,1,0,0,-1,Never married (5),2,50,1,682,2,FALSE
2014,15,3,0,3,female (2),1,0,0,1,0,2,40,Married (1),0,NA,7,683,2,TRUE
2014,15,4,0,1,male (1),7,0,7,1,0,0,-1,Divorced (3),2,40,1,684,1,FALSE
2014,18,3,0,1,male (1),0,1,7,1,1,0,-1,Married (1),2,50,1,685,3,FALSE
2014,16,3,0,1,female (2),7,0,0,0,0,0,-1,Never married (5),1,42,1,686,2,TRUE
2014,24,5,3,1,female (2),1,3,4,4,3,1,45,Married (1),1,24,2,687,3,TRUE
2014,19,1,7,1,female (2),7,7,1,2,1,0,-1,Never married (5),2,55,1,688,2,TRUE
2014,98,5,7,1,female (2),7,4,3,4,2,0,-1,Divorced (3),1,NA,4,689,1,TRUE
2014,25,2,0,1,male (1),7,7,1,4,3,0,-1,Divorced (3),2,60,1,690,3,FALSE
2014,16,4,7,1,female (2),3,0,8,3,2,1,40,Married (1),1,8,2,691,3,TRUE
2014,14,2,7,1,female (2),0,1,0,1,4,2,-1,Married (1),2,NA,7,692,2,TRUE
2014,1,3,2,1,female (2),-1,1,7,1,0,0,-1,Never married (5),2,NA,7,693,2,TRUE
2014,21,3,7,1,male (1),2,7,0,1,1,2,45,Married (1),2,NA,5,694,1,FALSE
2014,24,3,7,1,female (2),-1,1,7,1,0,0,-1,Never married (5),2,40,1,695,3,TRUE
2014,24,2,7,1,female (2),7,3,7,3,0,0,-1,Never married (5),2,40,1,696,3,TRUE
2014,23,4,1,1,male (1),2,2,0,3,0,2,40,Married (1),2,50,1,697,2,FALSE
2014,20,3,7,1,female (2),7,3,3,3,0,0,-1,Never married (5),2,50,1,698,1,TRUE
2014,19,3,7,1,female (2),1,0,1,2,1,2,56,Married (1),2,NA,7,699,2,TRUE
2014,24,3,7,1,female (2),1,0,1,2,0,2,-1,Married (1),2,NA,7,700,2,TRUE
2014,20,3,2,2,male (1),7,7,1,4,0,0,-1,Never married (5),2,40,1,701,3,FALSE
2014,9,2,5,2,female (2),7,0,7,1,3,0,-1,Widowed (2),2,NA,5,702,3,TRUE
2014,12,3,5,2,female (2),7,0,7,1,5,0,-1,Never married (5),2,89,1,703,2,TRUE
2014,14,3,3,2,female (2),7,7,0,1,4,0,-1,Never married (5),2,40,1,704,3,TRUE
2014,20,4,5,1,male (1),7,3,7,2,2,0,-1,Divorced (3),2,60,1,705,1,FALSE
2014,3,2,5,1,male (1),7,0,8,0,1,0,-1,Widowed (2),2,25,1,706,2,FALSE
2014,18,3,5,1,male (1),7,0,7,1,3,0,-1,Widowed (2),2,40,1,707,1,FALSE
2014,17,3,5,1,male (1),7,0,0,0,3,0,-1,Divorced (3),2,NA,5,708,2,FALSE
2014,22,2,2,1,male (1),1,1,7,1,2,2,40,Married (1),2,50,1,709,3,FALSE
2014,18,2,5,1,female (2),1,1,7,2,0,2,60,Married (1),2,35,2,710,1,TRUE
2014,98,1,0,1,female (2),0,0,7,0,2,2,98,Married (1),2,20,2,711,3,TRUE
2014,18,2,2,1,female (2),1,8,8,1,4,2,40,Married (1),1,20,2,712,1,TRUE
2014,26,2,5,1,female (2),7,1,0,1,3,0,-1,Widowed (2),2,NA,8,713,3,TRUE
2014,23,3,3,2,male (1),1,1,0,3,1,2,50,Married (1),2,40,1,714,1,FALSE
2014,14,1,0,3,male (1),4,0,7,3,2,2,27,Married (1),2,25,2,715,2,FALSE
2014,15,3,0,3,male (1),7,1,1,4,0,0,-1,Never married (5),2,NA,5,716,2,FALSE
2014,98,1,0,1,female (2),-1,0,7,0,0,0,-1,Never married (5),0,NA,7,717,1,TRUE
2014,8,3,5,2,female (2),7,1,7,1,2,0,-1,Never married (5),1,21,2,718,1,TRUE
2014,16,2,5,2,male (1),7,1,7,1,0,0,-1,Never married (5),2,35,1,719,1,FALSE
2014,22,3,5,2,female (2),-1,3,4,3,0,0,-1,Never married (5),2,24,1,720,2,TRUE
2014,20,5,3,2,female (2),1,0,7,0,7,2,60,Married (1),2,NA,7,721,1,TRUE
2014,12,1,5,2,male (1),7,4,7,1,2,0,-1,Separated (4),1,60,1,722,3,FALSE
2014,15,2,0,3,male (1),0,0,7,0,2,0,-1,Married (1),2,40,1,723,3,FALSE
2014,14,2,0,1,male (1),-1,1,1,2,2,0,-1,Never married (5),2,36,1,724,1,FALSE
2014,15,3,2,1,male (1),7,0,1,3,0,0,-1,Never married (5),2,40,1,725,1,FALSE
2014,15,3,5,1,female (2),-1,8,1,2,0,0,-1,Never married (5),2,50,1,726,2,TRUE
2014,20,2,5,1,female (2),0,0,8,1,1,2,20,Married (1),2,NA,7,727,3,TRUE
2014,25,3,0,1,male (1),1,1,7,3,0,2,-1,Married (1),2,NA,5,728,1,FALSE
2014,20,1,5,2,female (2),7,0,7,3,3,0,-1,Divorced (3),2,40,1,729,3,TRUE
2014,19,3,5,1,male (1),3,3,1,1,2,2,40,Married (1),2,40,1,730,2,FALSE
2014,24,2,3,1,male (1),1,7,1,3,2,2,-1,Married (1),2,50,1,731,3,FALSE
2014,98,3,5,2,female (2),7,1,3,1,0,0,-1,Never married (5),2,17,2,732,2,TRUE
2014,23,2,3,2,female (2),7,1,1,4,2,0,-1,Divorced (3),2,40,1,733,3,TRUE
2014,25,2,8,1,male (1),1,1,0,3,1,2,40,Married (1),2,40,1,734,2,FALSE
2014,20,4,5,1,female (2),7,2,2,0,1,0,-1,Divorced (3),2,NA,5,735,3,TRUE
2014,21,3,8,1,female (2),3,1,1,1,4,2,56,Married (1),2,48,1,736,3,TRUE
2014,18,3,6,1,female (2),1,0,0,1,2,2,40,Married (1),2,36,1,737,3,TRUE
2014,20,4,5,1,female (2),7,1,3,1,2,0,-1,Never married (5),2,40,1,738,1,TRUE
2014,98,3,1,1,female (2),7,1,1,1,4,0,-1,Divorced (3),2,NA,4,739,2,TRUE
2014,21,2,6,1,female (2),1,1,0,1,1,2,70,Married (1),2,NA,5,740,2,TRUE
2014,20,4,2,2,female (2),1,2,3,3,3,2,-1,Married (1),2,35,1,741,1,TRUE
2014,11,2,5,2,female (2),-1,1,0,0,4,0,-1,Divorced (3),1,NA,7,742,1,TRUE
2014,98,3,5,2,female (2),7,8,7,1,0,0,-1,Never married (5),2,NA,7,743,1,TRUE
2014,20,4,5,2,female (2),7,0,1,4,2,0,-1,Divorced (3),2,NA,5,744,3,TRUE
2014,8,2,5,1,male (1),2,1,1,1,0,0,-1,Married (1),2,20,2,745,3,FALSE
2014,16,2,5,2,female (2),7,4,7,2,2,0,-1,Separated (4),2,40,1,746,1,TRUE
2014,2,1,5,2,female (2),7,8,8,0,5,0,-1,Widowed (2),2,NA,5,747,2,TRUE
2014,22,3,0,1,female (2),1,0,0,3,2,1,40,Married (1),2,48,1,748,1,TRUE
2014,12,1,0,1,male (1),1,0,1,1,1,2,40,Married (1),2,40,1,749,3,FALSE
2014,11,1,0,1,male (1),2,0,7,0,2,2,-1,Married (1),1,40,1,750,1,FALSE
2014,10,3,5,1,female (2),-1,2,7,1,3,0,-1,Separated (4),2,27,2,751,2,TRUE
2014,21,3,5,1,female (2),3,3,7,4,1,2,40,Married (1),2,NA,3,752,3,TRUE
2014,9,3,5,2,female (2),7,1,3,1,2,0,-1,Never married (5),2,37,1,753,3,TRUE
2014,26,2,5,2,male (1),7,8,0,0,1,0,-1,Widowed (2),2,NA,5,754,3,FALSE
2014,9,4,2,2,male (1),7,1,0,1,1,0,-1,Never married (5),2,NA,8,755,3,FALSE
2014,18,4,5,2,female (2),7,2,3,1,2,0,-1,Never married (5),2,37,1,756,2,TRUE
2014,98,2,5,2,male (1),7,0,0,1,2,0,-1,Widowed (2),2,NA,5,757,1,FALSE
2014,20,1,2,2,male (1),1,3,2,1,3,2,40,Married (1),2,56,1,758,1,FALSE
2014,11,5,5,2,male (1),7,1,8,1,0,0,-1,Never married (5),2,NA,8,759,3,FALSE
2014,9,1,0,1,female (2),7,1,0,0,5,0,-1,Separated (4),2,NA,5,760,3,TRUE
2014,20,1,0,1,female (2),2,0,8,0,1,2,-1,Married (1),2,40,1,761,3,TRUE
2014,26,4,0,1,male (1),7,0,1,1,3,0,-1,Divorced (3),2,NA,5,762,1,FALSE
2014,2,3,0,1,female (2),7,0,0,1,1,0,-1,Divorced (3),2,NA,5,763,3,TRUE
2014,8,2,0,3,female (2),7,0,0,1,1,0,-1,Widowed (2),2,NA,5,764,3,TRUE
2014,11,2,0,1,female (2),-1,0,7,1,2,0,-1,Separated (4),2,40,1,765,1,TRUE
2014,16,2,0,1,male (1),1,1,0,1,2,0,-1,Married (1),2,80,1,766,3,FALSE
2014,20,3,0,2,male (1),2,0,0,1,2,2,40,Married (1),2,40,1,767,1,FALSE
2014,16,1,0,1,female (2),1,2,1,1,1,2,40,Married (1),0,NA,7,768,1,TRUE
2014,22,2,5,2,female (2),7,1,0,3,3,0,-1,Widowed (2),2,8,2,769,1,TRUE
2014,20,3,0,1,male (1),3,0,0,4,3,1,-1,Married (1),1,60,1,770,3,FALSE
2014,18,4,0,1,male (1),7,3,3,4,0,0,-1,Never married (5),2,50,2,771,2,FALSE
2014,22,2,5,1,male (1),3,1,1,4,1,1,-1,Married (1),2,50,1,772,3,FALSE
2014,19,4,2,1,male (1),7,1,4,4,0,0,-1,Never married (5),2,20,2,773,2,FALSE
2014,21,3,2,1,female (2),2,2,7,3,3,2,50,Married (1),2,NA,7,774,2,TRUE
2014,25,2,2,1,female (2),3,1,7,1,0,2,40,Married (1),2,NA,5,775,2,TRUE
2014,26,3,2,1,female (2),7,8,1,1,2,0,-1,Widowed (2),1,NA,5,776,1,TRUE
2014,26,3,5,2,female (2),7,0,1,2,0,0,-1,Never married (5),2,60,1,777,1,TRUE
2014,12,3,0,3,male (1),7,0,1,1,1,0,-1,Divorced (3),1,40,1,778,2,FALSE
2014,20,3,5,1,male (1),4,1,3,1,0,2,-1,Married (1),2,40,1,779,2,FALSE
2014,1,1,5,2,female (2),7,1,7,1,0,0,-1,Never married (5),0,NA,6,780,1,TRUE
2014,16,1,0,1,male (1),-1,1,7,1,0,0,-1,Never married (5),2,60,1,781,3,FALSE
2014,25,2,5,1,male (1),7,1,0,1,1,0,-1,Divorced (3),1,60,1,782,3,FALSE
2014,13,3,0,3,male (1),0,0,0,0,3,0,-1,Married (1),2,60,1,783,3,FALSE
2014,24,3,5,1,female (2),1,1,3,1,1,2,50,Married (1),2,NA,7,784,2,TRUE
2014,26,4,3,3,male (1),1,0,3,1,2,1,65,Married (1),1,65,1,785,2,FALSE
2014,26,3,3,1,female (2),3,1,3,4,3,2,45,Married (1),2,36,2,786,3,TRUE
2014,25,3,5,1,female (2),3,1,1,4,2,2,40,Married (1),2,50,1,787,2,TRUE
2014,98,3,0,1,female (2),4,4,4,1,2,2,40,Married (1),0,NA,7,788,3,TRUE
2014,25,4,3,1,male (1),7,4,4,4,0,0,-1,Never married (5),2,75,1,789,1,FALSE
2014,19,3,7,2,male (1),7,0,7,1,5,0,-1,Divorced (3),2,NA,5,790,1,FALSE
2014,15,3,6,2,female (2),7,0,7,1,3,0,-1,Divorced (3),2,25,2,791,2,TRUE
2014,19,2,3,2,male (1),7,1,4,1,3,0,-1,Separated (4),2,43,1,792,1,FALSE
2014,18,3,3,2,male (1),7,4,4,3,0,0,-1,Never married (5),1,20,2,793,3,FALSE
2014,16,4,3,2,female (2),-1,7,1,1,3,0,-1,Never married (5),2,NA,6,794,1,TRUE
2014,11,3,3,2,male (1),7,1,1,1,2,0,-1,Separated (4),2,NA,5,795,2,FALSE
2014,7,3,6,2,male (1),7,8,7,0,0,0,-1,Never married (5),2,NA,5,796,1,FALSE
2014,6,3,3,2,female (2),7,1,7,0,4,0,-1,Never married (5),2,NA,7,797,3,TRUE
2014,9,2,3,2,male (1),7,2,7,1,0,0,-1,Never married (5),2,60,1,798,3,FALSE
2014,20,2,3,2,female (2),3,1,3,1,0,2,60,Married (1),1,40,1,799,3,TRUE
2014,7,4,3,1,male (1),-1,1,1,1,1,0,-1,Never married (5),2,NA,4,800,1,FALSE
2014,16,3,3,1,female (2),7,1,7,1,1,0,-1,Widowed (2),2,30,2,801,3,TRUE
2014,14,3,3,1,male (1),7,1,3,1,0,0,-1,Never married (5),2,NA,7,802,2,FALSE
2014,20,3,3,1,female (2),1,1,1,1,3,2,-1,Married (1),2,48,1,803,1,TRUE
2014,18,2,3,1,female (2),3,0,0,1,2,2,-1,Married (1),2,NA,7,804,3,TRUE
2014,21,3,3,1,female (2),7,8,0,1,2,0,-1,Divorced (3),2,60,1,805,2,TRUE
2014,25,2,3,1,male (1),4,4,7,3,2,1,50,Married (1),2,60,1,806,2,FALSE
2014,24,4,3,1,male (1),4,3,4,4,2,2,-1,Married (1),2,60,1,807,1,FALSE
2014,22,4,3,1,male (1),3,1,3,3,1,2,-1,Married (1),2,50,1,808,1,FALSE
2014,2,4,3,1,female (2),7,3,4,3,0,0,-1,Never married (5),0,NA,6,809,2,TRUE
2014,17,3,7,3,male (1),7,0,0,0,0,0,-1,Never married (5),2,85,1,810,1,FALSE
2014,19,4,3,1,male (1),1,8,0,0,2,2,-1,Married (1),2,NA,5,811,2,FALSE
2014,13,3,3,2,female (2),7,1,7,2,6,0,-1,Never married (5),2,NA,6,812,1,TRUE
2014,16,3,3,1,male (1),1,1,1,1,3,2,-1,Married (1),2,NA,5,813,1,FALSE
2014,9,3,3,1,male (1),-1,1,1,1,0,0,-1,Never married (5),2,39,1,814,1,FALSE
2014,19,3,3,2,female (2),-1,4,7,2,2,0,-1,Never married (5),2,15,2,815,2,TRUE
2014,18,3,3,1,male (1),1,0,1,1,2,2,-1,Married (1),2,NA,5,816,3,FALSE
2014,15,2,3,2,male (1),7,1,8,1,1,0,-1,Never married (5),2,35,1,817,2,FALSE
2014,16,3,3,1,female (2),0,1,0,1,1,2,-1,Married (1),2,40,1,818,1,TRUE
2014,18,3,3,2,male (1),7,2,1,1,1,0,-1,Never married (5),2,40,1,819,1,FALSE
2014,17,3,3,1,female (2),7,1,3,1,0,0,-1,Never married (5),2,37,1,820,1,TRUE
2014,13,3,3,1,male (1),-1,1,1,1,2,0,-1,Never married (5),2,50,1,821,2,FALSE
2014,20,4,3,1,male (1),7,1,1,1,2,0,-1,Divorced (3),2,NA,5,822,3,FALSE
2014,8,3,3,1,female (2),7,1,7,1,3,0,-1,Separated (4),2,NA,7,823,1,TRUE
2014,21,5,3,1,female (2),-1,2,1,2,0,0,-1,Never married (5),2,NA,7,824,2,TRUE
2014,12,1,3,1,female (2),7,8,7,0,3,0,-1,Widowed (2),2,NA,5,825,2,TRUE
2014,9,3,3,1,female (2),7,0,0,0,3,0,-1,Separated (4),2,25,1,826,1,TRUE
2014,19,1,3,1,female (2),7,1,2,2,1,0,-1,Never married (5),2,60,1,827,3,TRUE
2014,10,3,3,1,female (2),7,1,7,1,0,0,-1,Never married (5),0,NA,7,828,2,TRUE
2014,20,4,3,1,female (2),1,1,1,1,0,2,45,Married (1),2,40,1,829,1,TRUE
2014,16,2,9,1,male (1),1,8,8,1,0,2,16,Married (1),2,NA,5,830,3,FALSE
2014,18,3,2,1,male (1),3,3,1,3,0,2,-1,Married (1),2,40,1,831,3,FALSE
2014,22,4,9,1,male (1),7,1,1,1,1,0,-1,Never married (5),2,21,2,832,3,FALSE
2014,13,3,9,2,female (2),7,1,1,1,0,0,-1,Never married (5),2,36,2,833,1,TRUE
2014,7,1,0,3,male (1),7,0,0,0,0,0,-1,Never married (5),2,30,2,834,1,FALSE
2014,26,3,9,1,male (1),3,4,1,4,0,2,40,Married (1),2,45,1,835,2,FALSE
2014,21,3,9,2,female (2),7,1,7,2,0,0,-1,Never married (5),2,40,1,836,1,TRUE
2014,26,1,9,1,female (2),3,1,1,1,4,1,20,Married (1),1,15,2,837,1,TRUE
2014,25,1,9,1,female (2),1,2,7,3,2,2,40,Married (1),2,40,1,838,2,TRUE
2014,2,2,9,1,female (2),7,1,0,3,1,0,-1,Never married (5),2,NA,5,839,3,TRUE
2014,21,4,9,1,female (2),1,1,0,1,2,2,50,Married (1),2,40,1,840,3,TRUE
2014,21,3,9,1,male (1),1,3,3,2,2,2,-1,Married (1),1,55,1,841,3,FALSE
2014,21,2,5,1,male (1),3,8,8,1,2,2,40,Married (1),2,NA,5,842,2,FALSE
2014,25,3,9,1,male (1),7,1,0,4,4,0,-1,Divorced (3),1,40,1,843,1,FALSE
2014,22,3,9,1,female (2),3,1,2,3,2,2,-1,Married (1),2,NA,3,844,3,TRUE
2014,23,3,9,3,female (2),4,1,1,4,1,2,-1,Married (1),2,40,1,845,1,TRUE
2014,25,3,0,3,female (2),3,1,3,2,0,1,-1,Married (1),2,20,2,846,1,TRUE
2014,25,3,4,1,female (2),3,4,3,3,3,2,50,Married (1),2,NA,7,847,1,TRUE
2014,21,3,0,1,female (2),4,1,3,4,1,2,53,Married (1),2,NA,7,848,3,TRUE
2014,19,3,2,1,female (2),7,8,8,2,3,0,-1,Divorced (3),2,40,1,849,2,TRUE
2014,16,1,9,1,male (1),8,7,8,1,0,2,40,Married (1),2,NA,8,850,1,FALSE
2014,19,4,9,1,female (2),0,1,1,2,0,2,42,Married (1),2,30,1,851,1,TRUE
2014,1,3,9,1,male (1),7,1,1,0,0,0,-1,Never married (5),2,NA,8,852,3,FALSE
2014,11,3,9,1,female (2),7,0,0,0,5,0,-1,Widowed (2),2,NA,5,853,2,TRUE
2014,14,3,9,1,male (1),7,8,8,3,2,0,-1,Divorced (3),2,NA,5,854,1,FALSE
2014,16,3,8,1,male (1),1,1,3,1,0,2,40,Married (1),2,40,1,855,2,FALSE
2014,8,2,9,1,female (2),7,1,8,0,8,0,-1,Divorced (3),0,NA,7,856,3,TRUE
2014,26,9,9,1,female (2),7,1,1,1,0,0,-1,Never married (5),1,80,1,857,2,TRUE
2014,10,3,6,2,female (2),7,1,0,1,0,0,-1,Never married (5),2,NA,5,858,3,TRUE
2014,26,3,7,3,female (2),7,1,1,2,1,0,-1,Never married (5),2,15,2,859,2,TRUE
2014,22,4,9,1,female (2),3,4,4,3,0,2,55,Married (1),2,40,1,860,1,TRUE
2014,19,4,7,1,female (2),7,3,4,3,0,0,-1,Never married (5),2,50,1,861,2,TRUE
2014,18,4,8,1,female (2),7,3,3,4,0,0,-1,Never married (5),2,24,2,862,3,TRUE
2014,17,1,9,1,female (2),7,7,1,4,0,0,-1,Never married (5),2,21,2,863,3,TRUE
2014,15,2,9,1,male (1),1,3,7,2,4,2,46,Married (1),2,NA,4,864,2,FALSE
2014,10,1,9,1,male (1),7,8,7,1,2,0,-1,Widowed (2),2,NA,5,865,2,FALSE
2014,21,2,9,1,male (1),3,1,1,1,1,2,40,Married (1),2,80,1,866,2,FALSE
2014,19,2,9,1,female (2),7,4,3,1,2,0,-1,Divorced (3),2,NA,4,867,2,TRUE
2014,20,3,9,1,male (1),1,1,1,3,1,2,45,Married (1),2,42,1,868,2,FALSE
2014,20,1,0,3,female (2),7,0,0,1,5,0,-1,Separated (4),2,38,2,869,2,TRUE
2014,17,2,8,3,female (2),0,0,0,0,3,2,40,Married (1),1,NA,8,870,3,TRUE
2014,20,4,8,1,male (1),3,1,4,1,2,2,40,Married (1),1,40,1,871,1,FALSE
2014,24,4,0,1,male (1),3,4,3,4,2,2,70,Married (1),2,60,1,872,3,FALSE
2014,22,2,9,1,female (2),-1,4,7,1,0,0,-1,Never married (5),2,36,1,873,2,TRUE
2014,23,3,8,1,male (1),-1,3,1,3,0,0,-1,Divorced (3),2,48,1,874,3,FALSE
2014,18,2,8,1,male (1),1,1,0,1,1,2,40,Married (1),2,40,1,875,2,FALSE
2014,15,4,8,3,female (2),0,0,0,0,3,2,-1,Married (1),2,40,1,876,3,TRUE
2014,20,2,9,1,female (2),2,1,2,3,2,2,44,Married (1),2,60,1,877,2,TRUE
2014,18,4,8,1,male (1),-1,3,3,1,2,0,-1,Divorced (3),2,45,1,878,3,FALSE
2014,19,4,9,2,female (2),1,1,1,1,6,2,-1,Married (1),2,60,1,879,3,TRUE
2014,22,2,8,1,male (1),4,2,1,4,1,2,50,Married (1),2,65,1,880,3,FALSE
2014,18,2,8,1,female (2),7,0,0,0,3,0,-1,Divorced (3),1,20,1,881,3,TRUE
2014,15,3,8,1,female (2),-1,1,1,1,1,0,-1,Never married (5),2,40,1,882,3,TRUE
2014,25,3,8,1,female (2),4,1,8,4,2,2,40,Married (1),2,55,1,883,2,TRUE
2014,16,1,8,1,female (2),-1,0,0,1,2,0,-1,Never married (5),2,45,1,884,2,TRUE
2014,9,1,7,1,male (1),7,0,0,0,0,0,-1,Divorced (3),2,NA,5,885,3,FALSE
2014,15,1,7,1,female (2),0,0,0,0,6,2,-1,Married (1),2,NA,5,886,3,TRUE
2014,10,1,8,2,female (2),7,2,7,2,1,0,-1,Never married (5),2,24,2,887,2,TRUE
2014,7,3,2,1,female (2),7,0,7,0,5,0,-1,Divorced (3),2,NA,5,888,1,TRUE
2014,20,4,8,1,female (2),7,2,4,3,0,0,-1,Never married (5),2,45,1,889,1,TRUE
2014,20,3,8,1,female (2),1,0,0,1,4,2,-1,Married (1),2,40,1,890,2,TRUE
2014,25,1,8,1,female (2),7,3,7,1,0,0,-1,Never married (5),1,37,1,891,3,TRUE
2014,25,4,8,1,male (1),4,4,3,4,4,2,20,Married (1),2,30,2,892,1,FALSE
2014,15,3,9,1,male (1),7,1,4,1,0,0,-1,Never married (5),2,40,1,893,3,FALSE
2014,9,1,3,2,male (1),7,1,1,1,3,0,-1,Never married (5),2,NA,7,894,2,FALSE
2014,19,3,3,1,male (1),0,3,3,3,2,2,-1,Married (1),2,60,1,895,2,FALSE
2014,20,2,8,1,male (1),7,3,3,1,0,0,-1,Never married (5),2,25,2,896,1,FALSE
2014,18,3,7,1,female (2),1,1,1,3,1,2,40,Married (1),2,28,2,897,2,TRUE
2014,19,4,8,1,female (2),7,1,1,3,0,0,-1,Never married (5),2,40,1,898,2,TRUE
2014,19,3,2,2,female (2),7,3,2,3,0,0,-1,Never married (5),2,40,1,899,1,TRUE
2014,13,1,0,1,male (1),7,3,7,1,0,0,-1,Never married (5),2,45,1,900,2,FALSE
2014,18,2,0,2,male (1),3,1,1,1,0,2,40,Married (1),2,40,1,901,2,FALSE
2014,13,3,4,1,female (2),-1,1,1,1,0,0,-1,Never married (5),2,NA,6,902,3,TRUE
2014,11,1,8,1,female (2),7,1,7,3,0,0,-1,Never married (5),2,40,1,903,2,TRUE
2014,12,3,9,1,female (2),7,1,1,1,3,0,-1,Divorced (3),2,40,1,904,2,TRUE
2014,17,4,0,2,male (1),1,7,1,1,1,0,-1,Married (1),2,40,1,905,3,FALSE
