id,mfr,mfrDivision,carLine,carClass,carClassStr,cityFE,hwyFE,combFE,guzzlerStr,fuelStr,fuelStr2,fuelCost,displ,transStr,transStr2,gears,cyl,airAsp,driveStr,driveStr2,driveStr3,driveFct3
20907,Ford Motor Company,Ford,F150 FWD Base Payload Lt Tire,13,Standard Pick-up Trucks 4WD,17,21,19,,G,Gasoline (Regular Unleaded Recommended),1950,2.7,Auto(S6),SA,6,6,Turbocharged,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
20990,Ford Motor Company,Ford,F150 FWD Base Payload Lt Tire,13,Standard Pick-up Trucks 4WD,17,22,19,,G,Gasoline (Regular Unleaded Recommended),1950,3.5,Auto(S10),SA,10,6,Turbocharged,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
20964,Ford Motor Company,Ford,F150 FWD FFV Base Payload Lt Tire,13,Standard Pick-up Trucks 4WD,15,20,17,,G,Gasoline (Regular Unleaded Recommended),2150,5,Auto(S6),SA,6,8,Naturally Aspirated,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
20961,Ford Motor Company,Ford,F150 5.0L ,12,Standard Pick-up Trucks 2WD,14,20,16,,G,Gasoline (Regular Unleaded Recommended),2300,5,Auto(S6),SA,6,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20963,Ford Motor Company,Ford,F150 5.0L FWD FFV,13,Standard Pick-up Trucks 4WD,14,19,16,,G,Gasoline (Regular Unleaded Recommended),2300,5,Auto(S6),SA,6,8,Naturally Aspirated,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
20902,Ford Motor Company,Ford,F150 Pickup ,12,Standard Pick-up Trucks 2WD,19,26,22,,G,Gasoline (Regular Unleaded Recommended),1650,2.7,Auto(S6),SA,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20976,Ford Motor Company,Ford,F150 Pickup ,12,Standard Pick-up Trucks 2WD,18,25,21,,G,Gasoline (Regular Unleaded Recommended),1750,3.5,Auto(S10),SA,10,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20773,Ford Motor Company,Ford,F150 Pickup  FFV,12,Standard Pick-up Trucks 2WD,18,24,20,,G,Gasoline (Regular Unleaded Recommended),1850,3.5,Auto(A6),A,6,6,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20960,Ford Motor Company,Ford,F150 Pickup  FFV,12,Standard Pick-up Trucks 2WD,15,22,18,,G,Gasoline (Regular Unleaded Recommended),2050,5,Auto(S6),SA,6,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20905,Ford Motor Company,Ford,F150 Pickup FWD,13,Standard Pick-up Trucks 4WD,18,23,20,,G,Gasoline (Regular Unleaded Recommended),1850,2.7,Auto(S6),SA,6,6,Turbocharged,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
20989,Ford Motor Company,Ford,F150 Pickup FWD,13,Standard Pick-up Trucks 4WD,17,23,20,,G,Gasoline (Regular Unleaded Recommended),1850,3.5,Auto(S10),SA,10,6,Turbocharged,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
20774,Ford Motor Company,Ford,F150 Pickup FWD FFV,13,Standard Pick-up Trucks 4WD,17,23,19,,G,Gasoline (Regular Unleaded Recommended),1950,3.5,Auto(A6),A,6,6,Naturally Aspirated,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
20962,Ford Motor Company,Ford,F150 Pickup FWD FFV,13,Standard Pick-up Trucks 4WD,15,21,17,,G,Gasoline (Regular Unleaded Recommended),2150,5,Auto(S6),SA,6,8,Naturally Aspirated,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
20987,Ford Motor Company,Ford,F150 Raptor FWD,13,Standard Pick-up Trucks 4WD,15,18,16,,G,Gasoline (Regular Unleaded Recommended),2300,3.5,Auto(S10),SA,10,6,Turbocharged,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
21212,Ford Motor Company,Ford,Fiesta FWD,3,Subcompact Cars,27,37,31,,G,Gasoline (Regular Unleaded Recommended),1200,1.6,Auto(AM-S6),AMS,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21214,Ford Motor Company,Ford,Fiesta FWD,3,Subcompact Cars,27,35,30,,G,Gasoline (Regular Unleaded Recommended),1200,1.6,Manual(M5),M,5,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21217,Ford Motor Company,Ford,Fiesta SFE FWD,3,Subcompact Cars,31,41,35,,G,Gasoline (Regular Unleaded Recommended),1050,1,Manual(M5),M,5,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21216,Ford Motor Company,Ford,Fiesta ST FWD,4,Compact Cars,26,33,29,,G,Gasoline (Regular Unleaded Recommended),1250,1.6,Manual(M6),M,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21147,Ford Motor Company,Ford,Flex AWD,33,Standard SUV 4WD,15,21,17,,G,Gasoline (Regular Unleaded Recommended),2150,3.5,Auto(S6),SA,6,6,Turbocharged,A,All Wheel Drive,AWD,AWD
21145,Ford Motor Company,Ford,Flex AWD,33,Standard SUV 4WD,16,22,18,,G,Gasoline (Regular Unleaded Recommended),2050,3.5,Auto(S6),SA,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21146,Ford Motor Company,Ford,Flex FWD,32,Standard SUV 2WD,16,23,19,,G,Gasoline (Regular Unleaded Recommended),1950,3.5,Auto(S6),SA,6,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21271,Ford Motor Company,Ford,Focus FWD,4,Compact Cars,27,38,31,,G,Gasoline (Regular Unleaded Recommended),1200,1,Auto(S6),SA,6,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21185,Ford Motor Company,Ford,Focus FWD,4,Compact Cars,30,40,34,,G,Gasoline (Regular Unleaded Recommended),1100,1,Manual(M6),M,6,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21188,Ford Motor Company,Ford,Focus FWD,4,Compact Cars,26,38,31,,G,Gasoline (Regular Unleaded Recommended),1200,2,Auto(AM6),AM,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21189,Ford Motor Company,Ford,Focus FWD,4,Compact Cars,26,36,29,,G,Gasoline (Regular Unleaded Recommended),1250,2,Auto(AM-S6),AMS,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21184,Ford Motor Company,Ford,Focus FWD,4,Compact Cars,25,34,28,,G,Gasoline (Regular Unleaded Recommended),1300,2,Manual(M5),M,5,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21190,Ford Motor Company,Ford,Focus FWD FFV,4,Compact Cars,26,38,31,,G,Gasoline (Regular Unleaded Recommended),1200,2,Auto(AM6),AM,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21191,Ford Motor Company,Ford,Focus FWD FFV,4,Compact Cars,26,36,29,,G,Gasoline (Regular Unleaded Recommended),1250,2,Auto(AM-S6),AMS,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21173,Ford Motor Company,Ford,Focus FWD FFV,4,Compact Cars,25,34,28,,G,Gasoline (Regular Unleaded Recommended),1300,2,Manual(M5),M,5,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20991,Ford Motor Company,Ford,Focus RS AWD,5,Midsize Cars,19,25,22,,GPR,Gasoline (Premium Unleaded Required),1900,2.3,Manual(M6),M,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
21187,Ford Motor Company,Ford,Focus ST FWD,5,Midsize Cars,22,30,25,,G,Gasoline (Regular Unleaded Recommended),1450,2,Manual(M6),M,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21311,Ford Motor Company,Ford,Ford GT,1,Two Seaters,11,18,14,G,GPR,Gasoline (Premium Unleaded Required),3000,3.5,Auto(AM7),AM,7,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19616,Ford Motor Company,Ford,Fusion AWD,5,Midsize Cars,20,29,23,,G,Gasoline (Regular Unleaded Recommended),1600,2,Auto(S6),SA,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19744,Ford Motor Company,Ford,Fusion AWD,5,Midsize Cars,17,26,20,,G,Gasoline (Regular Unleaded Recommended),1850,2.7,Auto(S6),SA,6,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19618,Ford Motor Company,Ford,Fusion FWD,5,Midsize Cars,23,34,27,,G,Gasoline (Regular Unleaded Recommended),1350,1.5,Auto(S6),SA,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19586,Ford Motor Company,Ford,Fusion FWD,5,Midsize Cars,21,31,25,,G,Gasoline (Regular Unleaded Recommended),1450,2,Auto(S6),SA,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19733,Ford Motor Company,Ford,Fusion FWD,5,Midsize Cars,21,32,25,,G,Gasoline (Regular Unleaded Recommended),1450,2.5,Auto(A6),A,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19667,Ford Motor Company,Ford,Fusion Hybrid FWD,5,Midsize Cars,43,41,42,,G,Gasoline (Regular Unleaded Recommended),900,2,Auto(AV),CVT,1,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19877,Ford Motor Company,Ford,Mustang,3,Subcompact Cars,21,30,24,,G,Gasoline (Regular Unleaded Recommended),1550,2.3,Auto(S6),SA,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19876,Ford Motor Company,Ford,Mustang,3,Subcompact Cars,21,30,24,,G,Gasoline (Regular Unleaded Recommended),1550,2.3,Manual(M6),M,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19929,Ford Motor Company,Ford,Mustang,3,Subcompact Cars,18,27,21,,G,Gasoline (Regular Unleaded Recommended),1750,3.7,Auto(S6),SA,6,6,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19867,Ford Motor Company,Ford,Mustang,3,Subcompact Cars,18,27,21,,G,Gasoline (Regular Unleaded Recommended),1750,3.7,Manual(M6),M,6,6,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19868,Ford Motor Company,Ford,Mustang,3,Subcompact Cars,15,24,18,,G,Gasoline (Regular Unleaded Recommended),2050,5,Auto(S6),SA,6,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19872,Ford Motor Company,Ford,Mustang,3,Subcompact Cars,15,25,18,,G,Gasoline (Regular Unleaded Recommended),2050,5,Manual(M6),M,6,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19878,Ford Motor Company,Ford,Mustang Convertible,3,Subcompact Cars,20,28,23,,G,Gasoline (Regular Unleaded Recommended),1600,2.3,Auto(S6),SA,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19881,Ford Motor Company,Ford,Mustang Convertible,3,Subcompact Cars,21,27,23,,G,Gasoline (Regular Unleaded Recommended),1600,2.3,Manual(M6),M,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19870,Ford Motor Company,Ford,Mustang Convertible,3,Subcompact Cars,15,23,18,,G,Gasoline (Regular Unleaded Recommended),2050,5,Auto(S6),SA,6,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19873,Ford Motor Company,Ford,Mustang Convertible,3,Subcompact Cars,14,23,17,,G,Gasoline (Regular Unleaded Recommended),2150,5,Manual(M6),M,6,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19879,Ford Motor Company,Ford,Mustang Performance Package,3,Subcompact Cars,20,28,23,,G,Gasoline (Regular Unleaded Recommended),1600,2.3,Auto(S6),SA,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19880,Ford Motor Company,Ford,Mustang Performance Package,3,Subcompact Cars,21,28,24,,G,Gasoline (Regular Unleaded Recommended),1550,2.3,Manual(M6),M,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19874,Ford Motor Company,Ford,Mustang Performance Package,3,Subcompact Cars,14,23,17,,G,Gasoline (Regular Unleaded Recommended),2150,5,Manual(M6),M,6,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19863,Ford Motor Company,Ford,Shelby GT350 Mustang,3,Subcompact Cars,14,21,16,G,GP,Gasoline (Premium Unleaded Recommended),2600,5.2,Manual(M6),M,6,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
21257,Ford Motor Company,Ford,Taurus AWD,6,Large Cars,17,24,19,,G,Gasoline (Regular Unleaded Recommended),1950,3.5,Auto(S6),SA,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21255,Ford Motor Company,Ford,Taurus AWD,6,Large Cars,16,24,19,,G,Gasoline (Regular Unleaded Recommended),1950,3.5,Auto(S6),SA,6,6,Turbocharged,A,All Wheel Drive,AWD,AWD
21259,Ford Motor Company,Ford,Taurus AWD FFV,6,Large Cars,17,24,19,,G,Gasoline (Regular Unleaded Recommended),1950,3.5,Auto(S6),SA,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21260,Ford Motor Company,Ford,Taurus FWD,6,Large Cars,20,29,23,,G,Gasoline (Regular Unleaded Recommended),1600,2,Auto(S6),SA,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21256,Ford Motor Company,Ford,Taurus FWD,6,Large Cars,18,27,21,,G,Gasoline (Regular Unleaded Recommended),1750,3.5,Auto(S6),SA,6,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21258,Ford Motor Company,Ford,Taurus FWD FFV,6,Large Cars,18,27,21,,G,Gasoline (Regular Unleaded Recommended),1750,3.5,Auto(S6),SA,6,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20079,Ford Motor Company,Ford,Transit Connect Van ,17,Special Purpose Vehicle 2WD,20,27,23,,G,Gasoline (Regular Unleaded Recommended),1600,2.5,Auto(S6),SA,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20082,Ford Motor Company,Ford,Transit Connect Van FFV,17,Special Purpose Vehicle 2WD,20,27,23,,G,Gasoline (Regular Unleaded Recommended),1600,2.5,Auto(S6),SA,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20084,Ford Motor Company,Ford,Transit Connect Wagon FFV,17,Special Purpose Vehicle 2WD,19,27,22,,G,Gasoline (Regular Unleaded Recommended),1650,2.5,Auto(S6),SA,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20083,Ford Motor Company,Ford,Transit Connect Wagon FWD,17,Special Purpose Vehicle 2WD,19,27,22,,G,Gasoline (Regular Unleaded Recommended),1650,2.5,Auto(S6),SA,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20081,Ford Motor Company,Ford,Transit Connect Wagon LWB FFV,17,Special Purpose Vehicle 2WD,19,27,22,,G,Gasoline (Regular Unleaded Recommended),1650,2.5,Auto(S6),SA,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20080,Ford Motor Company,Ford,Transit Connect Wagon LWB FWD,17,Special Purpose Vehicle 2WD,19,27,22,,G,Gasoline (Regular Unleaded Recommended),1650,2.5,Auto(S6),SA,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20432,Ford Motor Company,Ford,Transit T150 Wagon,15,"Vans, Passenger Type",15,19,16,,G,Gasoline (Regular Unleaded Recommended),2300,3.5,Auto(S6),SA,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20418,Ford Motor Company,Ford,Transit T150 Wagon FFV,15,"Vans, Passenger Type",14,18,16,,G,Gasoline (Regular Unleaded Recommended),2300,3.7,Auto(S6),SA,6,6,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19958,Ford Motor Company,Lincoln,Continental AWD,6,Large Cars,17,25,20,,G,Gasoline (Regular Unleaded Recommended),1850,2.7,Auto(S6),SA,6,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19959,Ford Motor Company,Lincoln,Continental AWD,6,Large Cars,16,24,19,,G,Gasoline (Regular Unleaded Recommended),1950,3,Auto(S6),SA,6,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20141,Ford Motor Company,Lincoln,Continental AWD,6,Large Cars,16,24,19,,G,Gasoline (Regular Unleaded Recommended),1950,3.7,Auto(S6),SA,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19957,Ford Motor Company,Lincoln,Continental FWD,6,Large Cars,18,27,21,,G,Gasoline (Regular Unleaded Recommended),1750,2.7,Auto(S6),SA,6,6,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20144,Ford Motor Company,Lincoln,Continental FWD,6,Large Cars,17,26,20,,G,Gasoline (Regular Unleaded Recommended),1850,3.7,Auto(S6),SA,6,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19568,Ford Motor Company,Lincoln,MKC  AWD,31,Small SUV 4WD,19,25,22,,G,Gasoline (Regular Unleaded Recommended),1650,2,Auto(S6),SA,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19556,Ford Motor Company,Lincoln,MKC  AWD,31,Small SUV 4WD,19,25,21,,G,Gasoline (Regular Unleaded Recommended),1750,2,Auto(S6),SA,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19559,Ford Motor Company,Lincoln,MKC  AWD,31,Small SUV 4WD,18,25,21,,G,Gasoline (Regular Unleaded Recommended),1750,2.3,Auto(S6),SA,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19558,Ford Motor Company,Lincoln,MKC  FWD,30,Small SUV 2WD,21,28,23,,G,Gasoline (Regular Unleaded Recommended),1600,2,Auto(S6),SA,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21148,Ford Motor Company,Lincoln,MKT AWD,33,Standard SUV 4WD,15,21,17,,G,Gasoline (Regular Unleaded Recommended),2150,3.5,Auto(S6),SA,6,6,Turbocharged,A,All Wheel Drive,AWD,AWD
21150,Ford Motor Company,Lincoln,MKT FWD,32,Standard SUV 2WD,16,24,19,,G,Gasoline (Regular Unleaded Recommended),1950,3.7,Auto(S6),SA,6,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21149,Ford Motor Company,Lincoln,MKT Livery AWD,18,Special Purpose Vehicle 4WD,16,23,18,,G,Gasoline (Regular Unleaded Recommended),2050,3.7,Auto(A6),A,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21143,Ford Motor Company,Lincoln,MKX AWD,31,Small SUV 4WD,17,24,19,,G,Gasoline (Regular Unleaded Recommended),1950,2.7,Auto(S6),SA,6,6,Turbocharged,A,All Wheel Drive,AWD,AWD
21098,Ford Motor Company,Lincoln,MKX AWD,31,Small SUV 4WD,16,23,19,,G,Gasoline (Regular Unleaded Recommended),1950,3.7,Auto(S6),SA,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21144,Ford Motor Company,Lincoln,MKX FWD,30,Small SUV 2WD,18,25,20,,G,Gasoline (Regular Unleaded Recommended),1850,2.7,Auto(S6),SA,6,6,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21129,Ford Motor Company,Lincoln,MKX FWD,30,Small SUV 2WD,17,25,20,,G,Gasoline (Regular Unleaded Recommended),1850,3.7,Auto(S6),SA,6,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19617,Ford Motor Company,Lincoln,MKZ AWD,5,Midsize Cars,20,28,23,,G,Gasoline (Regular Unleaded Recommended),1600,2,Auto(S6),SA,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19833,Ford Motor Company,Lincoln,MKZ AWD,5,Midsize Cars,17,26,20,,G,Gasoline (Regular Unleaded Recommended),1850,3,Auto(S6),SA,6,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19587,Ford Motor Company,Lincoln,MKZ FWD,5,Midsize Cars,21,31,24,,G,Gasoline (Regular Unleaded Recommended),1550,2,Auto(S6),SA,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19832,Ford Motor Company,Lincoln,MKZ FWD,5,Midsize Cars,18,27,21,,G,Gasoline (Regular Unleaded Recommended),1750,3,Auto(S6),SA,6,6,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19668,Ford Motor Company,Lincoln,MKZ Hybrid FWD,5,Midsize Cars,41,38,40,,G,Gasoline (Regular Unleaded Recommended),900,2,Auto(AV),CVT,1,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19801,Ford Motor Company,Lincoln,Navigator 2WD,32,Standard SUV 2WD,15,21,17,,G,Gasoline (Regular Unleaded Recommended),2150,3.5,Auto(S6),SA,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19803,Ford Motor Company,Lincoln,Navigator 4WD,33,Standard SUV 4WD,15,20,17,,G,Gasoline (Regular Unleaded Recommended),2150,3.5,Auto(S6),SA,6,6,Turbocharged,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
19804,Ford Motor Company,Lincoln,Navigator L 2WD,32,Standard SUV 2WD,15,20,17,,G,Gasoline (Regular Unleaded Recommended),2150,3.5,Auto(S6),SA,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19802,Ford Motor Company,Lincoln,Navigator L 4WD,33,Standard SUV 4WD,15,19,16,,G,Gasoline (Regular Unleaded Recommended),2300,3.5,Auto(S6),SA,6,6,Turbocharged,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
20663,General Motors,Buick,Cascada,3,Subcompact Cars,20,27,23,,GPR,Gasoline (Premium Unleaded Required),1850,1.6,Auto(S6),SA,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19791,General Motors,Buick,Enclave AWD,33,Standard SUV 4WD,15,22,17,,G,Gasoline (Regular Unleaded Recommended),2150,3.6,Auto(A6),A,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19790,General Motors,Buick,Enclave FWD,32,Standard SUV 2WD,15,22,18,,G,Gasoline (Regular Unleaded Recommended),2050,3.6,Auto(A6),A,6,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20871,General Motors,Buick,Encore,30,Small SUV 2WD,27,33,30,,G,Gasoline (Regular Unleaded Recommended),1200,1.4,Auto(S6),SA,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20549,General Motors,Buick,Encore,30,Small SUV 2WD,25,33,28,,G,Gasoline (Regular Unleaded Recommended),1300,1.4,Auto(S6),SA,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20880,General Motors,Buick,Encore AWD,31,Small SUV 4WD,26,31,28,,G,Gasoline (Regular Unleaded Recommended),1300,1.4,Auto(S6),SA,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20611,General Motors,Buick,Encore AWD,31,Small SUV 4WD,24,30,27,,G,Gasoline (Regular Unleaded Recommended),1350,1.4,Auto(S6),SA,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20743,General Motors,Buick,Envision AWD,31,Small SUV 4WD,20,26,22,,GPR,Gasoline (Premium Unleaded Required),1900,2,Auto(A6),A,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20744,General Motors,Buick,Envision AWD,31,Small SUV 4WD,21,28,24,,G,Gasoline (Regular Unleaded Recommended),1550,2.5,Auto(A6),A,6,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20740,General Motors,Buick,Envision FWD,30,Small SUV 2WD,22,29,25,,G,Gasoline (Regular Unleaded Recommended),1450,2.5,Auto(A6),A,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19964,General Motors,Buick,Lacrosse,5,Midsize Cars,21,31,25,,G,Gasoline (Regular Unleaded Recommended),1450,3.6,Auto(S8),SA,8,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19963,General Motors,Buick,Lacrosse AWD,5,Midsize Cars,20,29,23,,G,Gasoline (Regular Unleaded Recommended),1600,3.6,Auto(S8),SA,8,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20756,General Motors,Buick,Regal,5,Midsize Cars,21,29,24,,GPR,Gasoline (Premium Unleaded Required),1750,2,Auto(S6),SA,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19886,General Motors,Buick,Regal,5,Midsize Cars,19,30,23,,G,Gasoline (Regular Unleaded Recommended),1600,2.4,Auto(S6),SA,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20781,General Motors,Buick,Regal AWD,5,Midsize Cars,19,27,22,,GPR,Gasoline (Premium Unleaded Required),1900,2,Auto(S6),SA,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20025,General Motors,Buick,Verano,4,Compact Cars,21,31,24,,G,Gasoline (Regular Unleaded Recommended),1550,2.4,Auto(S6),SA,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20253,General Motors,Cadillac,ATS,4,Compact Cars,22,31,25,,GPR,Gasoline (Premium Unleaded Required),1700,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19946,General Motors,Cadillac,ATS,4,Compact Cars,20,29,23,,GPR,Gasoline (Premium Unleaded Required),1850,2,Manual(M6),M,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19962,General Motors,Cadillac,ATS,4,Compact Cars,22,32,26,,G,Gasoline (Regular Unleaded Recommended),1400,2.5,Auto(S8),SA,8,4,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20095,General Motors,Cadillac,ATS,4,Compact Cars,20,30,24,,G,Gasoline (Regular Unleaded Recommended),1550,3.6,Auto(S8),SA,8,6,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20235,General Motors,Cadillac,ATS AWD,4,Compact Cars,22,30,25,,GPR,Gasoline (Premium Unleaded Required),1700,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20102,General Motors,Cadillac,ATS AWD,4,Compact Cars,19,27,22,,G,Gasoline (Regular Unleaded Recommended),1650,3.6,Auto(S8),SA,8,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
