id,mfr,mfrDivision,carLine,carClass,carClassStr,cityFE,hwyFE,combFE,guzzlerStr,fuelStr,fuelStr2,fuelCost,displ,transStr,transStr2,gears,cyl,airAsp,driveStr,driveStr2,driveStr3,driveFct3
20889,Aston Martin Lagonda Ltd,Aston Martin,Rapide S,3,Subcompact Cars,14,21,17,G,GP,Gasoline (Premium Unleaded Recommended),2450,6,Auto(S8),SA,8,12,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20887,Aston Martin Lagonda Ltd,Aston Martin,V12 Vantage S,1,Two Seaters,12,18,14,G,GP,Gasoline (Premium Unleaded Recommended),3000,6,Auto(AM7),AM,7,12,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20913,Aston Martin Lagonda Ltd,Aston Martin,V12 Vantage S,1,Two Seaters,10,16,12,G,GP,Gasoline (Premium Unleaded Recommended),3500,6,Manual(M7),M,7,12,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20915,Aston Martin Lagonda Ltd,Aston Martin,"Vanquish, S and Zagato",2,Minicompact Cars,13,21,16,G,GP,Gasoline (Premium Unleaded Recommended),2600,6,Auto(S8),SA,8,12,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20602,BMW,BMW,230i Convertible,3,Subcompact Cars,23,34,27,,GP,Gasoline (Premium Unleaded Recommended),1550,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
21288,BMW,BMW,230i Coupe,3,Subcompact Cars,24,35,28,,GP,Gasoline (Premium Unleaded Recommended),1500,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20607,BMW,BMW,230i Coupe,3,Subcompact Cars,21,32,25,,GP,Gasoline (Premium Unleaded Recommended),1700,2,Manual(M6),M,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20573,BMW,BMW,230i xDrive Convertible,3,Subcompact Cars,23,33,26,,GP,Gasoline (Premium Unleaded Recommended),1600,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20578,BMW,BMW,230i xDrive Coupe,3,Subcompact Cars,24,33,27,,GP,Gasoline (Premium Unleaded Recommended),1550,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20413,BMW,BMW,320i,4,Compact Cars,23,35,28,,GP,Gasoline (Premium Unleaded Recommended),1500,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20567,BMW,BMW,320i,4,Compact Cars,23,35,27,,GP,Gasoline (Premium Unleaded Recommended),1550,2,Manual(M6),M,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20568,BMW,BMW,320i xDrive,4,Compact Cars,23,34,27,,GP,Gasoline (Premium Unleaded Recommended),1550,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
21232,BMW,BMW,328d,4,Compact Cars,31,43,36,,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1150,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
21140,BMW,BMW,328d xDrive,4,Compact Cars,30,40,34,,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1200,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
21141,BMW,BMW,328d xDrive Sports Wagon,7,Small Station Wagons,30,40,34,,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1200,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20601,BMW,BMW,330i,4,Compact Cars,23,34,27,,GP,Gasoline (Premium Unleaded Recommended),1550,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20606,BMW,BMW,330i,4,Compact Cars,21,32,25,,GP,Gasoline (Premium Unleaded Recommended),1700,2,Manual(M6),M,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20572,BMW,BMW,330i xDrive,4,Compact Cars,23,33,26,,GP,Gasoline (Premium Unleaded Recommended),1600,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20577,BMW,BMW,330i xDrive Gran Turismo,6,Large Cars,23,33,26,,GP,Gasoline (Premium Unleaded Recommended),1600,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20575,BMW,BMW,330i xDrive Sports Wagon,7,Small Station Wagons,23,33,26,,GP,Gasoline (Premium Unleaded Recommended),1600,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20613,BMW,BMW,340i,4,Compact Cars,21,32,25,,GP,Gasoline (Premium Unleaded Recommended),1700,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20659,BMW,BMW,340i,4,Compact Cars,19,29,23,,GP,Gasoline (Premium Unleaded Recommended),1850,3,Manual(M6),M,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20745,BMW,BMW,340i xDrive,4,Compact Cars,21,31,25,,GP,Gasoline (Premium Unleaded Recommended),1700,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20762,BMW,BMW,340i xDrive,4,Compact Cars,19,29,23,,GP,Gasoline (Premium Unleaded Recommended),1850,3,Manual(M6),M,6,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20761,BMW,BMW,340i xDrive Gran Turismo,6,Large Cars,20,30,24,,GP,Gasoline (Premium Unleaded Recommended),1750,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20603,BMW,BMW,430i Convertible,3,Subcompact Cars,23,34,27,,GP,Gasoline (Premium Unleaded Recommended),1550,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20604,BMW,BMW,430i Coupe,4,Compact Cars,23,34,27,,GP,Gasoline (Premium Unleaded Recommended),1550,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20608,BMW,BMW,430i Coupe,4,Compact Cars,21,33,25,,GP,Gasoline (Premium Unleaded Recommended),1700,2,Manual(M6),M,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20605,BMW,BMW,430i Gran Coupe,4,Compact Cars,23,34,27,,GP,Gasoline (Premium Unleaded Recommended),1550,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20571,BMW,BMW,430i xDrive Convertible,3,Subcompact Cars,22,32,26,,GP,Gasoline (Premium Unleaded Recommended),1600,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20574,BMW,BMW,430i xDrive Coupe,4,Compact Cars,23,33,26,,GP,Gasoline (Premium Unleaded Recommended),1600,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20576,BMW,BMW,430i xDrive Gran Coupe,4,Compact Cars,23,33,26,,GP,Gasoline (Premium Unleaded Recommended),1600,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20656,BMW,BMW,440i Convertible,3,Subcompact Cars,21,29,24,,GP,Gasoline (Premium Unleaded Recommended),1750,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20642,BMW,BMW,440i Coupe,4,Compact Cars,21,32,25,,GP,Gasoline (Premium Unleaded Recommended),1700,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20661,BMW,BMW,440i Coupe,4,Compact Cars,19,29,23,,GP,Gasoline (Premium Unleaded Recommended),1850,3,Manual(M6),M,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20644,BMW,BMW,440i Gran Coupe,4,Compact Cars,21,32,25,,GP,Gasoline (Premium Unleaded Recommended),1700,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20760,BMW,BMW,440i xDrive Convertible,3,Subcompact Cars,20,30,24,,GP,Gasoline (Premium Unleaded Recommended),1750,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20751,BMW,BMW,440i xDrive Coupe,4,Compact Cars,21,31,25,,GP,Gasoline (Premium Unleaded Recommended),1700,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20763,BMW,BMW,440i xDrive Coupe,4,Compact Cars,19,29,23,,GP,Gasoline (Premium Unleaded Recommended),1850,3,Manual(M6),M,6,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20752,BMW,BMW,440i xDrive Gran Coupe,4,Compact Cars,21,31,25,,GP,Gasoline (Premium Unleaded Recommended),1700,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
21334,BMW,BMW,530i,5,Midsize Cars,24,34,27,,GP,Gasoline (Premium Unleaded Recommended),1550,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
21368,BMW,BMW,530i xDrive,5,Midsize Cars,23,33,27,,GP,Gasoline (Premium Unleaded Recommended),1550,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19566,BMW,BMW,535i Gran Turismo,6,Large Cars,19,27,22,,GP,Gasoline (Premium Unleaded Recommended),1900,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19573,BMW,BMW,535i xDrive Gran Turismo,6,Large Cars,18,26,21,,GP,Gasoline (Premium Unleaded Recommended),2000,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
21339,BMW,BMW,540i,5,Midsize Cars,20,30,24,,GP,Gasoline (Premium Unleaded Recommended),1750,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
21340,BMW,BMW,540i xDrive,5,Midsize Cars,20,29,23,,GP,Gasoline (Premium Unleaded Recommended),1850,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19660,BMW,BMW,550i xDrive Gran Turismo,6,Large Cars,15,24,18,,GP,Gasoline (Premium Unleaded Recommended),2350,4.4,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
19564,BMW,BMW,640i Convertible,3,Subcompact Cars,20,29,23,,GP,Gasoline (Premium Unleaded Recommended),1850,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19563,BMW,BMW,640i Coupe,3,Subcompact Cars,21,30,24,,GP,Gasoline (Premium Unleaded Recommended),1750,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19565,BMW,BMW,640i Gran Coupe,4,Compact Cars,20,29,23,,GP,Gasoline (Premium Unleaded Recommended),1850,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19571,BMW,BMW,640i xDrive Convertible,3,Subcompact Cars,19,28,22,,GP,Gasoline (Premium Unleaded Recommended),1900,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19570,BMW,BMW,640i xDrive Coupe,3,Subcompact Cars,19,28,22,,GP,Gasoline (Premium Unleaded Recommended),1900,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19572,BMW,BMW,640i xDrive Gran Coupe,4,Compact Cars,19,28,22,,GP,Gasoline (Premium Unleaded Recommended),1900,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20535,BMW,BMW,650i Convertible,3,Subcompact Cars,17,24,19,,GP,Gasoline (Premium Unleaded Recommended),2200,4.4,Auto(S8),SA,8,8,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20534,BMW,BMW,650i Coupe,3,Subcompact Cars,17,24,19,,GP,Gasoline (Premium Unleaded Recommended),2200,4.4,Auto(S8),SA,8,8,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20536,BMW,BMW,650i Gran Coupe,4,Compact Cars,17,24,19,,GP,Gasoline (Premium Unleaded Recommended),2200,4.4,Auto(S8),SA,8,8,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19658,BMW,BMW,650i xDrive Convertible,3,Subcompact Cars,15,24,18,,GP,Gasoline (Premium Unleaded Recommended),2350,4.4,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
19657,BMW,BMW,650i xDrive Coupe,3,Subcompact Cars,16,24,19,,GP,Gasoline (Premium Unleaded Recommended),2200,4.4,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
19659,BMW,BMW,650i xDrive Gran Coupe,4,Compact Cars,15,24,18,,GP,Gasoline (Premium Unleaded Recommended),2350,4.4,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
20657,BMW,BMW,740i,6,Large Cars,21,29,24,,GP,Gasoline (Premium Unleaded Recommended),1750,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20759,BMW,BMW,740i xDrive,6,Large Cars,19,28,22,,GP,Gasoline (Premium Unleaded Recommended),1900,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20566,BMW,BMW,750i,6,Large Cars,17,26,20,,GP,Gasoline (Premium Unleaded Recommended),2100,4.4,Auto(S8),SA,8,8,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20533,BMW,BMW,750i xDrive,6,Large Cars,16,25,19,,GP,Gasoline (Premium Unleaded Recommended),2200,4.4,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
19661,BMW,BMW,Alpina B6 xDrive Gran Coupe,4,Compact Cars,15,24,18,,GP,Gasoline (Premium Unleaded Recommended),2350,4.4,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
20532,BMW,BMW,Alpina B7 xDrive,6,Large Cars,16,24,18,,GP,Gasoline (Premium Unleaded Recommended),2350,4.4,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
20412,BMW,BMW,M2,3,Subcompact Cars,20,26,22,,GP,Gasoline (Premium Unleaded Recommended),1900,3,Auto(AM-S7),AMS,7,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20411,BMW,BMW,M2,3,Subcompact Cars,18,26,21,,GP,Gasoline (Premium Unleaded Recommended),2000,3,Manual(M6),M,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20643,BMW,BMW,M240i Convertible,3,Subcompact Cars,21,32,25,,GP,Gasoline (Premium Unleaded Recommended),1700,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20660,BMW,BMW,M240i Convertible,3,Subcompact Cars,19,29,23,,GP,Gasoline (Premium Unleaded Recommended),1850,3,Manual(M6),M,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20641,BMW,BMW,M240i Coupe,3,Subcompact Cars,21,32,25,,GP,Gasoline (Premium Unleaded Recommended),1700,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20658,BMW,BMW,M240i Coupe,3,Subcompact Cars,19,28,22,,GP,Gasoline (Premium Unleaded Recommended),1900,3,Manual(M6),M,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20750,BMW,BMW,M240i xDrive Convertible,3,Subcompact Cars,21,31,25,,GP,Gasoline (Premium Unleaded Recommended),1700,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20747,BMW,BMW,M240i xDrive Coupe,3,Subcompact Cars,21,31,25,,GP,Gasoline (Premium Unleaded Recommended),1700,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20339,BMW,BMW,M3,4,Compact Cars,17,24,19,,GP,Gasoline (Premium Unleaded Recommended),2200,3,Auto(AM-S7),AMS,7,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20002,BMW,BMW,M3,4,Compact Cars,17,26,20,,GPR,Gasoline (Premium Unleaded Required),2100,3,Manual(M6),M,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20004,BMW,BMW,M4 Convertible,3,Subcompact Cars,17,24,19,,GP,Gasoline (Premium Unleaded Recommended),2200,3,Auto(AM-S7),AMS,7,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20006,BMW,BMW,M4 Convertible,3,Subcompact Cars,17,26,20,,GPR,Gasoline (Premium Unleaded Required),2100,3,Manual(M6),M,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20338,BMW,BMW,M4 Coupe,4,Compact Cars,17,24,19,,GP,Gasoline (Premium Unleaded Recommended),2200,3,Auto(AM-S7),AMS,7,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20005,BMW,BMW,M4 Coupe,4,Compact Cars,17,26,20,,GPR,Gasoline (Premium Unleaded Required),2100,3,Manual(M6),M,6,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19605,BMW,BMW,M6 Convertible,3,Subcompact Cars,14,20,16,G,GP,Gasoline (Premium Unleaded Recommended),2600,4.4,Auto(AM-S7),AMS,7,8,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19580,BMW,BMW,M6 Convertible,3,Subcompact Cars,15,22,17,G,GP,Gasoline (Premium Unleaded Recommended),2450,4.4,Manual(M6),M,6,8,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19604,BMW,BMW,M6 Coupe,3,Subcompact Cars,14,20,16,G,GP,Gasoline (Premium Unleaded Recommended),2600,4.4,Auto(AM-S7),AMS,7,8,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19579,BMW,BMW,M6 Coupe,3,Subcompact Cars,15,22,17,G,GP,Gasoline (Premium Unleaded Recommended),2450,4.4,Manual(M6),M,6,8,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19606,BMW,BMW,M6 Gran Coupe,4,Compact Cars,14,20,16,G,GP,Gasoline (Premium Unleaded Recommended),2600,4.4,Auto(AM-S7),AMS,7,8,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19581,BMW,BMW,M6 Gran Coupe,4,Compact Cars,15,22,17,G,GP,Gasoline (Premium Unleaded Recommended),2450,4.4,Manual(M6),M,6,8,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
21289,BMW,BMW,M760i xDrive,6,Large Cars,13,20,16,G,GP,Gasoline (Premium Unleaded Recommended),2600,6.6,Auto(S8),SA,8,12,Turbocharged,A,All Wheel Drive,AWD,AWD
20565,BMW,BMW,X1 sDrive28i,6,Large Cars,23,32,26,,GP,Gasoline (Premium Unleaded Recommended),1600,2,Auto(S8),SA,8,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20564,BMW,BMW,X1 xDrive28i,6,Large Cars,22,31,25,,GP,Gasoline (Premium Unleaded Recommended),1700,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19602,BMW,BMW,X3 sDrive 28i,30,Small SUV 2WD,21,28,24,,GP,Gasoline (Premium Unleaded Recommended),1750,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19597,BMW,BMW,X3 xDrive28i,31,Small SUV 4WD,21,28,24,,GP,Gasoline (Premium Unleaded Recommended),1750,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19600,BMW,BMW,X3 xDrive35i,31,Small SUV 4WD,19,26,21,,GP,Gasoline (Premium Unleaded Recommended),2000,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19601,BMW,BMW,X4 M40i,31,Small SUV 4WD,19,26,21,,GP,Gasoline (Premium Unleaded Recommended),2000,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
21194,BMW,BMW,X4 xDrive28i,31,Small SUV 4WD,20,27,23,,GP,Gasoline (Premium Unleaded Recommended),1850,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20639,BMW,BMW,X5 M,33,Standard SUV 4WD,14,19,16,,GP,Gasoline (Premium Unleaded Recommended),2600,4.4,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
20059,BMW,BMW,X5 sDrive35i,32,Standard SUV 2WD,18,25,21,,GP,Gasoline (Premium Unleaded Recommended),2000,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
21195,BMW,BMW,X5 xDrive 35d,33,Standard SUV 4WD,23,29,25,,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1650,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20058,BMW,BMW,X5 xDrive35i,33,Standard SUV 4WD,18,24,20,,GP,Gasoline (Premium Unleaded Recommended),2100,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20582,BMW,BMW,X5 xDrive50i,33,Standard SUV 4WD,15,21,17,,GP,Gasoline (Premium Unleaded Recommended),2450,4.4,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
20640,BMW,BMW,X6 M,33,Standard SUV 4WD,14,19,16,,GP,Gasoline (Premium Unleaded Recommended),2600,4.4,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
20061,BMW,BMW,X6 sDrive35i,32,Standard SUV 2WD,18,25,21,,GP,Gasoline (Premium Unleaded Recommended),2000,3,Auto(S8),SA,8,6,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20060,BMW,BMW,X6 xDrive35i,33,Standard SUV 4WD,18,24,20,,GP,Gasoline (Premium Unleaded Recommended),2100,3,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20581,BMW,BMW,X6 xDrive50i,33,Standard SUV 4WD,15,21,17,,GP,Gasoline (Premium Unleaded Recommended),2450,4.4,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
21165,BMW,Mini,John Cooper Works Clubman All4,5,Midsize Cars,23,31,26,,GP,Gasoline (Premium Unleaded Recommended),1600,2,Auto(S8),SA,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
21166,BMW,Mini,John Cooper Works Clubman All4,5,Midsize Cars,21,31,24,,GP,Gasoline (Premium Unleaded Recommended),1750,2,Manual(M6),M,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19615,BMW,Mini,John Cooper Works Convertible,2,Minicompact Cars,24,32,27,,GP,Gasoline (Premium Unleaded Recommended),1550,2,Auto(S6),SA,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19492,BMW,Mini,John Cooper Works Convertible,2,Minicompact Cars,22,31,25,,GP,Gasoline (Premium Unleaded Recommended),1700,2,Manual(M6),M,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20441,BMW,Mini,John Cooper Works Hardtop,3,Subcompact Cars,25,32,28,,GP,Gasoline (Premium Unleaded Recommended),1500,2,Auto(S6),SA,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20447,BMW,Mini,John Cooper Works Hardtop,3,Subcompact Cars,23,32,26,,GP,Gasoline (Premium Unleaded Recommended),1600,2,Manual(M6),M,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20031,BMW,Mini,Mini Cooper Clubman,5,Midsize Cars,25,33,28,,GP,Gasoline (Premium Unleaded Recommended),1500,1.5,Auto(S6),SA,6,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20340,BMW,Mini,Mini Cooper Clubman,5,Midsize Cars,25,34,28,,GP,Gasoline (Premium Unleaded Recommended),1500,1.5,Manual(M6),M,6,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20979,BMW,Mini,Mini Cooper Clubman All4,5,Midsize Cars,22,29,25,,GP,Gasoline (Premium Unleaded Recommended),1700,1.5,Auto(S8),SA,8,3,Turbocharged,A,All Wheel Drive,AWD,AWD
20974,BMW,Mini,Mini Cooper Clubman All4,5,Midsize Cars,22,32,26,,GP,Gasoline (Premium Unleaded Recommended),1600,1.5,Manual(M6),M,6,3,Turbocharged,A,All Wheel Drive,AWD,AWD
20341,BMW,Mini,Mini Cooper Convertible,2,Minicompact Cars,27,36,30,,GP,Gasoline (Premium Unleaded Recommended),1400,1.5,Auto(S6),SA,6,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20033,BMW,Mini,Mini Cooper Convertible,2,Minicompact Cars,28,37,32,,GP,Gasoline (Premium Unleaded Recommended),1300,1.5,Manual(M6),M,6,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21376,BMW,Mini,Mini Cooper Countryman,5,Midsize Cars,25,33,28,,GP,Gasoline (Premium Unleaded Recommended),1500,1.5,Auto(S6),SA,6,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21378,BMW,Mini,Mini Cooper Countryman,5,Midsize Cars,24,33,28,,GP,Gasoline (Premium Unleaded Recommended),1500,1.5,Manual(M6),M,6,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21377,BMW,Mini,Mini Cooper Countryman All4,5,Midsize Cars,23,30,25,,GP,Gasoline (Premium Unleaded Recommended),1700,1.5,Auto(S8),SA,8,3,Turbocharged,A,All Wheel Drive,AWD,AWD
21379,BMW,Mini,Mini Cooper Countryman All4,5,Midsize Cars,22,32,26,,GP,Gasoline (Premium Unleaded Recommended),1600,1.5,Manual(M6),M,6,3,Turbocharged,A,All Wheel Drive,AWD,AWD
20343,BMW,Mini,Mini Cooper Hardtop 2 Door,3,Subcompact Cars,27,36,30,,GP,Gasoline (Premium Unleaded Recommended),1400,1.5,Auto(S6),SA,6,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20032,BMW,Mini,Mini Cooper Hardtop 2 Door,3,Subcompact Cars,28,38,32,,GP,Gasoline (Premium Unleaded Recommended),1300,1.5,Manual(M6),M,6,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20342,BMW,Mini,Mini Cooper Hardtop 4 Door,3,Subcompact Cars,27,36,30,,GP,Gasoline (Premium Unleaded Recommended),1400,1.5,Auto(S6),SA,6,3,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
